timestamp,traffic_load_mbps,latency_ms,packet_loss_pct,conn_success_rate,signal_strength_dbm,hour_of_day,day_of_week,is_weekend,date,traffic_load_mbps_anomaly,latency_ms_anomaly,packet_loss_pct_anomaly,conn_success_rate_anomaly,signal_strength_dbm_anomaly,anomaly_count
2024-02-01 00:00:00,6.844620069029302,18.28814463374782,0.015703193936455247,99.37114456490347,-70.80178414985866,0,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 00:15:00,-6.0697792431966935,18.52225874564704,0.07053965915717757,99.35284912042357,-72.69640338540611,0,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 00:30:00,-0.6243960982664583,19.894252333894617,0.017979152293065917,99.47955846813699,-71.96598952751513,0,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 00:45:00,-1.2052898716443545,16.62470709640283,0.1405203923474211,99.39011823368969,-69.17403749516933,0,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 01:00:00,3.2782518955599427,23.2813524071662,0.03802592488956223,99.43954311155186,-69.9358629816026,1,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 01:15:00,-8.677894919636087,17.81336604035927,0.011674533998269471,99.58271112648053,-69.90379370359975,1,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 01:30:00,-3.498166550778239,19.432454665989795,0.021920185191693312,99.50155302919458,-66.51757013691403,1,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 01:45:00,4.568888258173553,23.56204693698932,0.11058364133356509,99.38640506521435,-73.34455582634126,1,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 02:00:00,10.629305832304642,20.687934584912597,0.032551793503770694,99.2082778913597,-65.36435671302064,2,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 02:15:00,8.80297307214061,23.82137379253883,0.10965200793778433,99.3408683781311,-67.64345063889047,2,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 02:30:00,13.689868350726751,18.281384252322496,0.023561384854187004,99.34335975406012,-70.65158600174841,2,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 02:45:00,13.394551514486063,22.638322895297456,0.04559445947636928,98.87315857119766,-69.21753442629765,2,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 03:00:00,21.0261088093932,24.62057794808118,0.1216010067100656,99.25825782760872,-71.36569016849343,3,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 03:15:00,24.46214698915746,19.9566107034786,0.01981942303023185,98.83342362883648,-69.36153358111491,3,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 03:30:00,15.759614113736498,21.040852634274437,0.03286808168866595,99.06699232732767,-65.70031320285513,3,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 03:45:00,26.639715047957644,22.190944750904023,0.1383068125410931,99.15541779427313,-71.29257641650406,3,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 04:00:00,27.540597742335272,23.382977425682647,0.06364438141009911,99.21494699824427,-70.4640112164367,4,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 04:15:00,40.408906214467294,25.465295473466032,0.08510260875423997,98.97703049129323,-71.51353244119576,4,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 04:30:00,26.876653286674923,19.95404673280056,0.11036166993716011,99.04433636827649,-71.1922272232432,4,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 04:45:00,33.34434907968283,23.154270333064332,0.057077801723652274,99.10762352576327,-70.80538806267123,4,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 05:00:00,31.89767957829463,27.9637224785532,0.11290398410080461,99.15370569536105,-72.18977117734792,5,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 05:15:00,35.380802738683585,26.699710648742773,0.07152550954156156,98.98382603426987,-70.52722413362761,5,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 05:30:00,45.40151049722292,26.921682585453805,0.08148293802276982,98.9672220030175,-69.89153520830124,5,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 05:45:00,47.75756064118839,24.19741727031494,0.03262140636232025,99.00040584990097,-70.80629981061041,5,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 06:00:00,52.70725546954089,31.65721802113546,0.165671683562753,98.67427270497821,-74.59819069843098,6,3,0,2024-02-01,False,False,False,False,False,0
2024-02-01 06:15:00,55.868925098752484,28.67633507539403,0.10626312018810011,98.64547051686463,-70.30863541474112,6,3,0,2024-02-01,False,False,False,False,False,0
